x,y
248,0.000046
249,0.000049
250,0.000053
251,0.000058
252,0.000062
253,0.000067
254,0.000002
255,0.000005
256,0.000006
257,0.000009
258,0.000011
259,0.000013
260,0.000015
261,0.000018
262,0.000020
263,0.000023
264,0.000026
265,0.000030
266,0.000034
267,0.000037
268,0.000041
269,0.000044
270,0.000049
271,0.000052
272,0.000057
273,0.000062
274,0.000066
275,0.000070
276,0.000075
277,0.000002
278,0.000005
279,0.000007
280,0.000009
281,0.000011
282,0.000014
283,0.000016
284,0.000019
285,0.000022
286,0.000025
287,0.000028
288,0.000032
289,0.000035
290,0.000039
291,0.000043
292,0.000047
293,0.000052
294,0.000056
295,0.000061
296,0.000065
297,0.000069
298,0.000074
299,0.000080
300,0.000086
301,0.000003
302,0.000005
303,0.000007
304,0.000009
305,0.000012
306,0.000015
307,0.000017
308,0.000021
309,0.000024
310,0.000027
311,0.000031
312,0.000034
313,0.000038
314,0.000042
315,0.000046
316,0.000051
317,0.000055
318,0.000060
319,0.000066
320,0.000070
321,0.000075
322,0.000080
323,0.000085
324,0.000091
325,0.000097
326,0.000003
327,0.000005
328,0.000007
329,0.000010
330,0.000013
331,0.000016
332,0.000019
333,0.000022
334,0.000025
335,0.000029
336,0.000033
337,0.000037
338,0.000041
339,0.000045
340,0.000050
341,0.000055
342,0.000059
343,0.000064
344,0.000069
345,0.000074
346,0.000079
347,0.000085
348,0.000091
349,0.000096
350,0.000102
351,0.000108
352,0.000003
353,0.000006
354,0.000008
355,0.000011
356,0.000014
357,0.000017
358,0.000021
359,0.000024
360,0.000027
361,0.000031
362,0.000036
363,0.000040
364,0.000044
365,0.000049
366,0.000053
367,0.000059
368,0.000064
369,0.000069
370,0.000075
371,0.000081
372,0.000086
373,0.000092
374,0.000099
375,0.000104
376,0.000111
377,0.000117
378,0.000125
379,0.000003
380,0.000006
381,0.000009
382,0.000012
383,0.000015
384,0.000018
385,0.000022
386,0.000025
387,0.000029
388,0.000033
389,0.000038
390,0.000042
391,0.000046
392,0.000052
393,0.000057
394,0.000062
395,0.000069
396,0.000074
397,0.000078
398,0.000084
399,0.000090
400,0.000096
401,0.000104
402,0.000109
403,0.000116
404,0.000124
405,0.000130
406,0.000138
407,0.000004
408,0.000006
409,0.000009
410,0.000013
411,0.000016
412,0.000019
413,0.000023
414,0.000027
415,0.000031
416,0.000036
417,0.000040
418,0.000045
419,0.000050
420,0.000055
421,0.000060
422,0.000066
423,0.000072
424,0.000078
425,0.000084
426,0.000090
427,0.000095
428,0.000102
429,0.000108
430,0.000115
431,0.000122
432,0.000130
433,0.000138
434,0.000144
435,0.000153
436,0.000004
437,0.000007
438,0.000010
439,0.000014
440,0.000017
441,0.000021
442,0.000024
443,0.000029
444,0.000033
445,0.000037
446,0.000042
447,0.000047
448,0.000053
449,0.000058
450,0.000063
451,0.000069
452,0.000076
453,0.000082
454,0.000090
455,0.000095
456,0.000101
457,0.000108
458,0.000115
459,0.000122
460,0.000132
461,0.000138
462,0.000146
463,0.000154
464,0.000161
465,0.000169
